record,label,xa_max,xa_min,xa_mean,xa_var,xa_std,xa_rms,xa_delta,xa_Q1,xa_media,xa_Q3,ya_max,ya_min,ya_mean,ya_var,ya_std,ya_rms,ya_delta,ya_Q1,ya_media,ya_Q3,za_max,za_min,za_mean,za_var,za_std,za_rms,za_delta,za_Q1,za_media,za_Q3,xw_max,xw_min,xw_mean,xw_var,xw_std,xw_rms,xw_delta,xw_Q1,xw_media,xw_Q3,yw_max,yw_min,yw_mean,yw_var,yw_std,yw_rms,yw_delta,yw_Q1,yw_media,yw_Q3,zw_max,zw_min,zw_mean,zw_var,zw_std,zw_rms,zw_delta,zw_Q1,zw_media,zw_Q3
139,1,-0.306909345,0.489361297,-0.319703391,0.061240285,0.318751373,0.218848037,-0.480903622,-1.841760764,-0.43557435,0.440085189,0.607541085,0.385261813,0.716629209,-0.130488307,0.038093529,0.007970768,0.120542417,-0.117313018,1.149905705,0.47796996,-0.845471409,0.617113499,-1.179659325,-0.584379603,-0.731770143,-0.691930543,-0.870611242,-0.471406771,-1.024356703,-0.783619762,-0.412655749,0.601045895,-0.598582969,-0.56403098,-0.543170745,-0.655385551,-0.588442166,-0.516474063,-0.757070609,-0.843207837,-0.901787498,0.455171121,-1.415452184,-0.794732978,-0.883156113,-0.333592073,-0.847028615,-1.359193728,-1.534541374,-1.721789472,0.234128894,0.729506219,0.539661918,-0.697278107,-0.70099078,-0.82508911,-0.442445348,0.383319155,0.804765111,0.266479473
140,1,-0.036697379,0.355381079,0.146301089,-0.172494182,0.054689309,-0.049566598,-0.232798806,-0.265512659,-0.256765673,0.013444065,-0.17383662,-0.236901504,-0.2352185,0.047196493,0.405621377,0.362899492,0.040264853,-0.509417873,-0.546528974,0.35988413,0.465012493,0.397645282,1.354642979,0.364005558,0.700014341,0.759246967,0.091469371,-0.103142092,0.566342544,1.18507457,-0.494986158,-0.523786014,-1.714728026,0.534280633,0.849621916,0.953647183,0.007527285,-2.721282854,-1.775124923,0.286949323,-0.430994417,-0.046539125,-0.993977478,0.232929398,0.512233153,0.352411753,-0.241712679,-1.494188991,-0.951921488,-0.65764308,0.061156797,0.586710748,0.665257836,0.052496014,0.371063367,0.239511528,-0.401533278,-1.266875572,0.090329233,1.752876261
141,1,0.822473405,-0.854451177,-0.539945769,0.807165339,1.002499199,0.919433074,1.018919587,-0.710433201,0.420152894,0.499919005,1.998473025,0.117487601,1.565976977,0.341382423,0.889261825,0.904755495,1.075113456,0.201029538,0.187748722,1.033266136,-0.137901525,-0.6769208,0.475568652,0.946960372,1.246547602,1.180976176,0.266661623,-0.161147152,1.093813996,1.647855321,1.124178545,-1.449634667,-1.092969042,1.317299459,1.455558552,1.409810176,1.495455405,-1.929579697,-1.514163161,-0.035402322,-0.06595593,-2.1310039,-1.353304919,1.645255984,1.539450906,1.686115664,1.274835813,-2.136065506,-0.978875433,-0.549333015,0.301483659,-1.176270165,-0.125481411,1.149481889,1.251661892,1.173964733,0.957429317,-0.928757704,-0.61841393,1.169642474
142,1,1.148620968,-0.15192089,-1.541320981,1.678099128,1.635105309,1.664596621,0.808057404,-3.372638681,-0.857051948,-0.651231588,1.168691392,0.218131667,-0.246308669,0.032812145,0.378654041,0.336199263,0.540529675,-0.193986987,0.14273553,-0.402306228,-0.132367997,-1.035109494,-0.098518514,0.227000505,0.551849895,0.474924556,0.458487036,0.255679902,-0.408513071,0.538432276,-0.189898877,-1.353396638,-1.137002353,0.257380953,0.591948961,0.563365536,0.663361929,-0.819375271,-1.066583396,-0.654420221,-0.241972756,-1.571396951,-0.950711287,0.935385732,1.073276798,0.929558356,0.818737821,-1.269629563,-0.431503014,-0.533763443,1.031792723,-0.422618653,-1.281640989,0.965635301,1.125463548,1.194396162,0.675874724,-1.204039508,-0.950014647,0.235335921
143,1,-0.156657723,-1.606745545,-1.359223062,-0.265734441,-0.061484337,0.005491463,0.850789556,-1.105592893,-1.472664682,-1.070068301,0.04680986,0.766489336,1.380244682,-0.269388691,-0.332018845,-0.284703712,-0.425561014,0.679513928,0.750413624,0.011482135,0.597095413,0.602620315,0.745442135,-0.411519641,-0.346395341,-0.307753541,0.069084558,0.649574723,-0.115780223,-0.05317663,-0.30952142,-0.383824183,-1.098482008,-0.283433881,-0.044905501,-0.052512719,0.036969183,-0.651674602,-1.004377394,-1.09364039,-0.028025161,-1.824454168,-1.112463562,1.030042159,1.140053641,1.100029376,1.109296271,-0.906829794,-0.906998247,-0.839739378,1.882897658,-0.089245543,-0.697931084,-0.111938426,0.198148775,0.226582223,0.741106746,-0.821038737,-0.905896096,-0.67490516
144,1,-0.09521462,-0.893824956,-1.616427908,-0.339443095,-0.158955765,-0.008203755,0.468245299,-1.374886906,-1.367933885,-1.015437425,0.027113023,0.384855171,0.87037912,-0.314798871,-0.484030309,-0.491416521,-0.211607506,0.677572815,0.851693307,-0.003156604,-0.088340357,0.791919047,0.303153389,-0.442968511,-0.40748281,-0.432700883,-0.47328081,0.261075721,-0.14339653,0.069397731,-0.170865503,0.044166767,-0.930074185,-0.240643504,0.015873982,-0.040024241,-0.126335213,-0.681574722,-1.122720519,-0.60561798,-0.261118763,-1.738022007,-1.18874264,0.425639844,0.68003774,0.671297184,0.909640055,-0.989903802,-0.8696774,-1.107129851,2.020769384,0.255856632,-0.642283516,-0.171418262,0.130844477,0.154189449,0.54154676,-0.702847093,-0.922974245,-0.564487112
145,1,-0.328078817,-0.243428468,-0.766326779,-0.617272181,-0.592434331,-0.632286827,-0.061439645,-0.20257982,-0.895368093,-0.941295522,0.963550932,0.043681953,0.949562567,-0.172310159,-0.062735482,-0.075468936,0.526010116,0.380582504,-0.298956418,0.11395331,-0.23197151,-0.530510062,0.473111287,-0.45559586,-0.432882605,-0.433626698,0.128932843,0.551101018,0.174190994,-0.100705464,0.407549881,-0.138263091,-0.485770467,-0.038430254,0.273695838,0.139689217,0.320200246,-0.433273732,-0.544659873,-0.709643809,-0.730557173,-2.092559022,-1.18849208,0.323147391,0.592403594,0.582490352,0.83403932,-0.780271735,-0.972655292,-1.225593985,1.759413921,-0.583991705,-0.258097001,-0.037364791,0.278757536,0.23033342,1.053856793,-0.541268643,0.162911364,-0.210583115
146,1,-0.413961474,-0.712997233,-0.933225123,-0.63937614,-0.633528063,-0.631941269,0.162123783,-0.097203902,-0.67824327,-0.976415371,0.434879452,-0.223075653,0.890127944,-0.120020262,0.062263032,0.042677232,0.380694524,0.412610871,-0.158290192,-0.20907487,0.284811935,-1.365494937,0.859617101,-0.371054079,-0.271810109,-0.218536261,0.901675245,0.77907439,0.152097949,-0.173249474,1.177737574,-0.368983206,-0.701062352,0.147889054,0.480401657,0.374883596,0.907795112,-0.620474478,-0.911827002,-1.085934773,-0.358113155,-2.1310039,-1.023618154,0.8980162,1.046446971,0.943100248,1.091501196,-0.795199096,-0.558670343,-0.846508757,1.917998028,-1.058192322,-0.380547793,0.063367329,0.381908945,0.34696979,1.453147233,-0.852456769,-0.101799938,-0.243142283
147,1,0.225253328,-3.751522753,-1.144911429,0.206934253,0.468192051,0.461545765,2.356102286,-0.856788643,-0.908140142,-0.894469058,1.075445728,0.540396,1.095279794,-0.271266012,-0.337882547,-0.327038909,0.296937065,0.631956656,0.14273553,-0.256894752,0.706563042,-2.181845718,0.706009564,-0.175264412,0.042915996,0.046486127,1.603221505,0.467465816,0.038871092,0.824856039,-0.047923186,-0.739094344,-1.341704437,-0.438629268,-0.292717775,-0.187672494,0.395244374,-0.810275235,-1.339682914,-1.626612232,-0.344205207,-2.1310039,-0.85168505,1.055084607,1.157448028,0.970744829,1.100228717,-0.743277841,-0.478499635,-0.681335907,1.087131145,-1.514917418,-0.432069832,0.944893622,1.11082996,1.063593354,1.484229042,-0.710327577,-0.397821179,0.425028464
148,1,0.293752922,-1.942334092,-0.668978817,-0.262780587,-0.057688559,-0.127423032,1.330638262,0.068177747,-0.241439214,-0.887965382,1.491803331,1.017997841,0.953206222,-0.26983924,-0.333423241,-0.338057985,0.253498383,0.654279457,-0.085143755,-0.471596261,-0.099407414,-2.161732728,0.62674843,-0.193705324,0.015831814,0.010013558,1.071893095,0.444533583,-0.088163917,-0.10445774,0.348347235,-0.254479359,-1.217139118,-0.405760073,-0.235864472,-0.185961066,0.351801217,-0.885675535,-1.225891448,-1.500753821,-0.739317375,-2.1310039,-1.140073869,0.289039022,0.562446134,0.513819494,0.852287773,-0.754311107,-0.875206414,-1.285164521,1.211405431,-1.049375843,-0.189319903,0.198517588,0.511648004,0.447833568,1.192844187,-0.297404871,-0.293929109,0.260817009
149,1,3.011878761,0.507225326,1.017357318,0.372524692,0.627126019,0.61526658,1.584124961,0.581885347,-0.016651162,0.735352064,0.914518381,-3.449582086,-0.183878071,0.086187144,0.476799361,0.433015272,2.559588418,0.478608718,0.26089516,-0.436463287,0.331967221,-0.412789914,1.063352669,-0.423313587,-0.368959317,-0.260907583,0.43143872,0.916667786,1.057912798,0.064394696,1.493448133,0.069168105,1.282774035,-0.029028366,0.284730072,0.348216038,0.843350068,1.260633022,1.304830751,0.958622271,1.894251979,0.631246828,0.633719887,0.418971025,0.674439187,0.399399409,0.798789201,0.445718898,0.355690403,0.457273655,0.026372646,-1.121718201,-1.0773803,0.584004229,0.841072778,0.892582868,0.819180613,-0.720800254,-1.204763695,-0.717373639
150,1,1.010244904,0.511964762,1.316683222,-0.203078166,0.017378868,0.098961506,0.32950035,0.600911554,0.836521672,0.702833685,0.410572717,-0.591697252,-0.056371879,-0.081356093,0.148322347,0.102040249,0.584328346,-0.26386706,-0.524022378,-0.539910378,0.838164785,-0.876276027,0.854609849,-0.38747115,-0.301567264,-0.24633569,1.002096004,0.68194964,0.638144941,0.342063147,1.164901113,0.230934757,2.045798514,0.084144517,0.412320895,0.730248564,0.556389698,1.403633592,2.482193116,1.884580581,1.096351178,0.424708831,0.437839628,0.00138553,0.290841442,-0.13112349,0.425659333,0.143926604,0.372968573,0.589953485,-0.495547731,-0.178905985,-0.259161063,-0.425017728,-0.197169555,-0.219766048,-0.048950785,0.317490897,0.081790158,-0.466809609
151,1,3.623556038,0.582691735,0.974300765,-0.061430703,0.184438185,0.178433027,1.922107225,1.018024562,0.900381914,-0.091915481,0.861295014,0.029449459,-0.885742869,-0.204345167,-0.145324699,-0.144610686,0.475851637,-0.54144624,-1.064180684,-0.558452781,0.503987781,-0.346535358,0.247574003,-0.121254166,0.119839701,0.069779376,0.507764714,0.503887597,0.0305862,-0.375872397,0.204932975,-1.243345084,0.633338917,0.023231808,0.344800376,0.250984082,0.833732381,0.6782307,1.071178941,0.717179605,2.042001352,0.088797856,0.571557092,1.282198453,1.310429387,1.089523868,1.226551086,0.229596675,0.239581102,0.344901962,1.725894648,-1.516098196,-1.313826904,1.063162202,1.19316984,1.263592217,1.714643547,-0.928757704,-0.809119921,-1.406778626
152,1,2.781596208,-0.08611564,1.275952043,-0.289195258,-0.091922814,-0.011971787,1.790466362,0.943383287,1.301424234,0.877132193,-0.508473304,0.170554472,-0.555447593,-0.297676301,-0.424001741,-0.445107591,-0.391842037,-0.139635819,-0.059823834,-0.432559623,1.295763533,0.861131395,0.986019679,-0.37226988,-0.273991557,-0.194935788,0.384648242,0.835730494,0.315034156,0.368329081,-0.188681627,-0.82083388,0.686265208,-0.308141755,-0.081264788,-0.15685312,0.358867273,0.909631623,0.983180207,0.468031322,2.042001352,0.795761545,0.751700708,0.798591561,0.973693258,0.796143772,0.789891664,0.514514561,0.252021384,0.650200959,2.520870611,-1.033002382,-0.901491112,0.697641157,0.929364843,0.948230159,1.651627595,-0.671429061,-0.505982786,-1.093927492
153,1,0.31664349,-0.264755931,0.640314009,-0.03018943,0.219471262,0.158824218,0.35436465,0.719459462,0.04720908,-0.42620441,0.758200932,-1.594274807,0.36455161,-0.122137772,0.057405708,0.013205923,1.375104354,0.781422368,0.311535001,-0.299835053,1.217091193,0.342334559,1.2821396,0.176315209,0.494427292,0.557356771,0.606475522,0.428346125,-0.038454565,-0.71357727,0.457457158,-0.977120786,1.343791461,0.409130301,0.736992337,0.786360107,0.830461059,1.260633022,1.852547006,1.182085164,2.042001352,0.601610323,1.003087346,1.157370012,1.227377289,1.224884345,0.909810072,0.667033248,0.723369856,0.575060851,0.899296729,-1.516098196,-0.249453785,1.937884804,1.736044358,1.667589312,1.417576461,-0.276459516,-0.881702053,-0.642345992
154,1,1.085973098,-0.062418459,0.900260005,0.173290519,0.43455069,0.408199267,0.716027201,0.81166339,0.085525225,0.038158033,0.815405575,-2.094038675,0.241865028,-0.043049969,0.229179599,0.183000384,1.702814412,0.771716802,0.60412075,-0.226641357,1.553433491,-2.251058067,0.984084134,0.14713417,0.46065435,0.478749298,2.186781147,0.431044035,0.019539678,-0.395884538,0.571436084,-2.846627266,0.594557348,1.536715092,1.603587918,1.516344756,1.96927369,1.099432379,0.74345952,0.486011095,2.042001352,-0.315010995,0.969058757,1.164276377,1.23203634,1.208192053,1.475965507,0.731934817,0.59758478,0.649524021,1.324137703,-1.516098196,-0.508112357,2.040697016,1.793825411,1.746971608,1.570258033,-0.961671832,-1.475167713,-0.594215048
155,1,0.829529895,-0.183820942,1.230700788,-0.337265007,-0.15599515,-0.082703577,0.627333766,0.88484111,1.043428856,0.750960885,2.157724046,0.139242985,-0.420067923,-0.109325953,0.086556345,0.050693315,1.153471079,0.161236718,-0.602795465,-0.647261132,2.431580405,-0.732823082,0.191928002,-0.218558673,-0.021388649,-0.071496154,1.956248662,0.63203831,0.770703211,-0.319588252,0.800943164,-0.783845599,0.563483028,0.007482348,0.326915746,0.221961264,0.922777767,0.760131027,0.682770738,0.21759877,2.042001352,-2.1310039,0.497411918,3.12057251,2.334692101,2.255778751,2.597622,0.260749428,0.110340391,0.457273655,1.805581976,-1.516098196,-1.587915682,1.328256887,1.36889764,1.474668521,1.743281996,-1.014035219,-1.051060358,-1.453493954
156,1,0.699415089,0.243639754,0.856238258,-0.305985097,-0.114033546,-0.131438948,0.29354937,0.747266995,0.902936324,0.988995415,1.388709249,-1.264080942,-0.556232769,0.060129156,0.429532683,0.397964188,1.541299312,0.448521464,-0.242689928,-0.61407999,0.920686536,-1.981011595,0.298586538,-0.224188687,-0.029939959,-0.070856729,1.636021475,0.784470209,0.773464842,-0.049424354,1.934646169,-2.13665775,0.42791222,1.015224676,1.238267261,1.129560567,2.36837498,0.558630223,0.717666787,0.519402102,2.042001352,-1.680033552,0.319526452,1.926067232,1.705669097,1.471936195,2.31907806,0.123807118,0.109649265,0.228468642,1.152746703,-1.516098196,-1.145265888,1.58742932,1.530581325,1.561044865,1.508662639,-1.040964961,-0.703804672,-0.943872198
157,1,2.382474203,-0.165227769,1.475310597,0.460060843,0.707157923,0.781182635,1.587569366,0.915575753,0.399717616,1.613348278,1.806743178,-3.044972608,-0.276702608,0.152837051,0.59266806,0.550969229,2.831740161,0.394170296,-0.028877265,-0.582850679,0.454667201,-1.447130015,0.031566412,-0.43616644,-0.394015655,-0.445063729,1.054327234,0.619897716,-0.043977827,-0.778616727,1.233177809,-2.846627266,0.528256379,2.187517176,2.005135022,1.920123309,2.360523807,1.165732644,0.64180581,0.566920074,2.042001352,-2.093017791,0.593689238,2.717457155,2.134331717,2.050471023,2.574159703,0.450911024,0.126236308,0.548660273,2.999152689,-1.516098196,-1.144492024,2.200519482,1.881636215,1.901833957,2.172233687,-0.999074251,-1.372698822,-1.471896961
158,1,0.970143383,0.745108571,1.335428771,0.056803497,0.314038701,0.378954947,0.166752202,0.511634735,0.065089948,1.145083631,0.717969095,-1.809592112,-0.465600938,-0.041168063,0.233050444,0.198453566,1.479141198,0.405816975,-0.034503914,-0.536006714,0.361318981,-1.041912418,0.195776888,-0.526074747,-0.585867594,-0.615423544,0.781045974,0.810100352,0.168667732,-0.549727869,0.071035402,-1.757299541,0.759850924,0.453801718,0.777859678,0.703116947,1.049116225,1.272333069,0.820837716,0.360152684,2.042001352,0.208353169,0.744503826,1.555251925,1.484269835,1.363699959,1.152707188,0.513865546,0.294871245,0.567614534,0.123293939,-0.996476969,-1.174473998,0.251822989,0.560477174,0.650034929,0.763608385,-0.933245994,-1.55344256,-0.557409033
159,1,0.067428888,-1.847545366,-0.827327028,-0.322257496,-0.135734703,-0.18025832,1.133123149,0.315518443,-0.542859557,-0.985520517,0.96816083,-1.397866388,1.540923687,0.03751783,0.387520235,0.415543239,1.379424223,0.730953426,0.533787637,0.638020176,2.658214486,0.439350159,1.326720055,-0.21526389,-0.016405206,0.105832608,1.486633937,0.860011682,0.825935824,0.133186429,0.572100039,-1.2530488,-1.367318036,0.415281433,0.742665689,0.761501756,1.05637856,-1.0273761,-1.410992232,-1.288849353,2.042001352,-2.1310039,-0.67471796,2.495123498,2.019059594,1.891992488,2.597622,-0.531049711,-0.242134272,-0.582502972,1.608419083,-1.516098196,-1.042470178,1.066342792,1.195348334,1.223761024,1.672424564,-0.960175736,-1.045367642,-0.313923082
160,1,-0.390726687,-1.434302979,-0.828375377,-0.279471416,-0.0792435,-0.125041759,0.602577103,0.37406062,-0.351278831,-0.967310225,0.594340014,-1.430397803,1.406980493,-0.00714731,0.301532397,0.319340591,1.184550136,0.726100643,0.215881968,0.445764734,1.984086361,0.36215177,1.203178235,-0.174700416,0.043737458,0.133028942,1.091635256,0.784470209,0.447592427,0.504661789,0.162218542,-1.321431457,-1.467528175,0.305481844,0.639035182,0.688579507,0.853229461,-1.27567709,-1.477749892,-1.431403268,2.042001352,-2.1310039,-0.687624927,2.695395547,2.123053803,2.017354038,2.597622,-0.447326687,-0.2815285,-0.575056655,0.880007336,-1.516098196,-1.043479337,0.972651621,1.130394629,1.161693823,1.410644138,-0.942222575,-0.607028498,-0.585721352
161,1,-0.09160032,-2.24128315,-1.061480076,-0.215796052,0.001642789,-0.00405353,1.266163301,0.04915154,-0.8442799,-1.049256538,0.40868685,-0.318636685,1.04362819,-0.171688903,-0.061183201,-0.065963031,0.422093268,0.786275151,1.071132618,0.269123946,0.124580196,1.102783058,1.274671282,-0.520771792,-0.573590483,-0.374730442,-0.499085525,0.837079449,0.986110401,0.362075287,0.757675436,-0.343981867,-1.557832239,-0.256730313,-0.006667212,0.135303604,0.645107952,-1.210676831,-1.855537558,-1.757607721,0.4394264,-2.080264001,-0.920043521,1.734840912,1.593423159,1.495755031,1.560633797,-0.69070757,-0.369301602,-0.733460126,0.996850462,-1.025051807,-0.534750508,0.215693541,0.527515687,0.509125073,1.098178203,-0.306381452,-0.429131117,-0.479550153
162,1,3.960718611,-0.552585543,1.167550384,0.790619334,0.989117706,0.993087117,2.80333678,0.955091722,0.713910007,0.497317535,1.885740066,-0.336528964,-0.175950319,-0.14807747,-0.003441801,-0.047640832,1.278507285,0.225293452,-0.076703781,-0.28617223,2.919974443,-1.516046585,1.374246389,0.205899934,0.52812962,0.604388142,2.683444188,0.739954699,0.406167967,0.663508155,2.711362753,-1.397234602,1.185051204,1.965677558,1.873777577,1.864381149,2.403836111,0.972031871,1.300279092,0.972749236,2.042001352,-0.922329964,0.499621405,1.531599005,1.469602817,1.246453491,1.851078903,0.139383494,0.114487152,0.571676162,1.779651973,-1.516098196,-0.668955655,1.957498435,1.747148836,1.716195027,1.733963136,-0.632530545,-0.965669616,-0.461147145
163,1,3.357302592,0.009584516,1.280620611,0.725984101,0.93622886,0.961284689,2.094004575,0.836543815,0.747117333,0.852418226,1.879244301,-0.662453081,-0.455968954,-0.113808778,0.076420908,0.042278604,1.467141562,0.101062211,-0.526835703,-0.542838125,2.684919776,-0.983348122,1.40363855,-0.014612163,0.262596582,0.369413481,2.251603835,0.812798262,1.187709438,0.696027884,2.711141434,-1.170167651,1.099097091,1.28197583,1.431007007,1.40939469,2.273572067,1.070832265,1.057523965,1.004855973,2.042001352,-1.260901802,0.488014867,1.707938681,1.577312212,1.367742631,2.060199379,0.197794906,0.095826729,0.541213956,1.868825887,-1.516098196,-0.898034872,1.82238141,1.669840043,1.665172899,1.766010924,-0.850960672,-1.026866315,-0.601293128
164,1,1.750660111,0.403869158,1.264378627,0.393734818,0.646753197,0.679276243,0.856386715,0.782392301,0.305204458,0.026451416,1.318093994,-1.26530087,-0.317991327,-0.127912734,0.044077071,0.004221338,1.501580517,0.289350186,-0.448062617,-0.620911401,1.561854078,-0.332337953,1.188045454,-0.162121975,0.061954759,0.146349117,1.18381716,0.823589901,0.704424076,0.274522172,2.711030775,-0.319665497,1.231474149,0.977161934,1.209609977,1.21582558,1.786079656,1.226832887,1.389795045,0.918809917,2.042001352,-0.05562276,0.485048522,1.512127808,1.457475759,1.227411817,1.315753153,0.199741953,0.146970111,0.512105626,0.830835196,-1.516098196,-0.938981651,1.338474138,1.375449032,1.383217535,1.392972396,-0.651979803,-0.999825913,-0.663580232
165,1,1.190787803,-4.175520015,-1.06742864,0.97081061,1.131615735,1.100286693,3.210314787,0.262830484,-0.006433524,-0.776102161,1.705954045,-0.590680646,1.231444641,-0.025831451,0.264265599,0.267106941,1.325545858,0.675631702,0.207441994,-0.177845559,-0.288269147,0.609127459,0.855749711,-0.423571231,-0.369456722,-0.306953096,-0.506391679,0.516028191,0.15762121,0.415857915,2.711362753,-0.173424791,-1.300362871,0.675732527,0.970519311,0.966725563,1.702464664,-1.289977147,-1.412509452,-1.500753821,-0.383039089,-2.1310039,-0.900957444,0.656096919,0.865656662,0.672412329,1.075859664,-0.778324688,-0.408004703,-0.7740764,2.254139416,-1.516098196,-0.283540371,1.823597714,1.670544605,1.604861338,1.904486917,-0.792612899,-1.221841843,0.146152114
166,1,1.58904926,-0.167050629,0.456300552,-0.05328633,0.193628879,0.112032008,1.092436112,0.846788696,0.596407162,0.544143999,2.481045526,-4.80105907,0.405000877,0.38139172,0.947438077,0.904747723,4.254297001,-0.228927024,1.870116779,0.634116512,1.694418174,-0.940460128,1.276007289,0.059554622,0.355859053,0.429288944,1.589075547,0.146414558,0.50282504,1.510271854,0.896442011,-1.404883413,-0.029077908,0.432768077,0.758713071,0.616666138,1.335160625,-0.230472923,0.127468385,0.469315592,2.042001352,-2.1310039,0.658391804,2.154609534,1.834986555,1.727082029,2.597622,0.600184632,0.422729702,0.395672305,4.147029677,-1.516098196,-0.983368984,2.479873377,2.029749057,2.028140216,2.584763727,-1.214512185,-1.265960394,-0.973600133
167,1,1.109379994,-0.126400849,0.646060624,-0.067137828,0.177973056,0.118589551,0.768446743,0.770683866,0.461023448,-0.263612518,2.996306394,-4.255344579,0.468354148,0.940634655,1.647449363,1.606709622,4.22729782,-0.39683331,0.263708484,1.293835695,1.298410003,-1.415777413,1.089032877,0.231547192,0.556927478,0.58438919,1.583012994,0.099201137,0.168667732,1.266373891,0.627761592,-2.846627266,-0.012000661,3.185181401,2.542296275,2.449798278,2.002575749,-0.127772514,0.07891736,0.60287962,2.042001352,-2.1310039,0.846076046,2.822694639,2.187664991,2.208827653,2.597622,0.505428342,0.679137741,0.634631387,3.451504764,-1.516098196,-0.215840406,2.7702445,2.177235694,2.10717731,2.334802343,-0.98112109,-0.759308655,-0.710295559
168,1,0.865500788,0.441602362,1.069275836,-0.390261483,-0.22956485,-0.192606498,0.280525213,0.557004922,1.845513497,1.125572604,0.056658278,-0.095186526,0.05704817,-0.214332412,-0.172184103,-0.220092398,0.088623386,0.668837806,0.626627346,-0.289099978,1.926104606,-1.224999785,0.296436344,0.040548653,0.332380633,0.279733776,1.888316972,0.456674177,-0.416797963,-0.131974434,0.351335032,-2.743882039,0.363782819,0.886422987,1.139995016,1.024310447,1.780256702,1.024032079,0.552289857,0.334467294,2.042001352,-0.698083467,0.995914277,1.941827145,1.714749427,1.752064807,1.712572007,0.970772589,0.964573107,0.608230809,1.367776001,-0.199608967,-0.481267667,0.232101676,0.542553901,0.515825775,0.635644521,-0.376697999,-0.790618594,-0.945287814
169,1,-0.478846767,-1.224309494,-1.684119177,-0.15574924,0.074810944,0.219394721,0.423468031,-1.316344729,-0.228667166,-0.891867587,3.496480323,-1.179905905,-0.621221524,0.135161913,0.562598111,0.533269842,2.698664198,0.060298835,-0.802541505,-0.610176326,0.813624789,-2.502174666,0.997666258,0.42379618,0.761807911,0.764687804,1.840749244,0.247586173,-0.347757197,-0.302077629,2.712801322,-2.826192382,-1.537538527,3.076269371,2.487256399,2.509735217,3.223629416,-2.050480179,-1.547541991,-0.931822433,2.016985107,-2.120635711,-0.853832415,1.628381639,1.529179852,1.392595762,2.575519836,-0.746522919,-0.702424716,-0.42477644,0.573906806,-1.516098196,-0.678736137,1.848839701,1.685130274,1.655944788,1.300636127,-0.76867535,-1.275922647,-1.307685507
170,1,-0.04754028,-0.744897285,-1.518949273,-0.068192858,0.176775644,0.266394432,0.41012096,-1.408548657,-0.793191706,-0.928288171,0.332623534,-0.700677493,-0.499240516,0.09205751,0.487286536,0.452971017,0.604007749,0.367965268,-0.102023702,-0.003156604,0.933918887,-0.056080116,1.43350072,0.308907123,0.641586682,0.718818826,0.632902038,0.393273298,-0.154443052,0.912409154,0.945132038,-1.040480342,-1.566529869,0.781272478,1.05686878,1.110474702,1.155107059,-1.713778837,-1.655264579,-1.09364039,0.679744909,-2.104578781,-0.770435143,1.424664767,1.402394383,1.211972306,1.7264567,-0.716668198,-0.801946974,-0.49585492,0.32946909,-1.516098196,-0.798151607,2.156339615,1.857598256,1.838616426,1.212788821,-0.726784641,-1.015480882,-0.264376523
171,1,0.940540543,-0.515763769,0.913071839,0.196033634,0.457345877,0.432531333,0.892768245,0.565786248,0.008892935,-0.387182356,0.359025677,-0.939783396,-0.989151009,-0.274936773,-0.349440175,-0.328051582,0.760243009,-0.065873519,-0.470569213,-0.801455853,-0.025306249,-0.472833105,0.218526021,-0.59529923,-0.761796782,-0.779294784,0.232151703,0.571335341,-0.021884782,-0.608513532,0.629532138,0.070994687,1.157127475,-0.247277219,0.006622088,0.05690906,0.331519021,1.241132944,1.113661088,0.722316683,2.042001352,0.423332523,0.829043115,0.766384072,0.949677356,0.815105498,1.019924187,0.606025773,0.748941547,0.623123443,1.215358175,-1.516098196,-0.749936787,1.863106686,1.69334394,1.671588822,1.531164278,-0.862929446,-1.072408044,0.051305843
172,1,3.867263135,-0.561517557,1.26209186,1.112156767,1.238799446,1.252208331,2.750163774,0.826298934,-0.060076127,-0.644727912,-0.184942283,-0.464824733,-1.147217583,-0.208230399,-0.155706067,-0.125854667,0.168420965,0.085533306,-0.36928953,-0.694105098,-0.106143883,0.542577123,0.349965458,-0.567092296,-0.686171436,-0.688686393,-0.35373969,0.567288476,0.038871092,-0.378373915,-0.273999832,-1.039681213,1.088436873,-0.207358186,0.061419126,0.085042988,0.433845974,1.198232773,1.030214013,0.993297548,2.042001352,0.527840199,0.79562022,0.517467581,0.755765682,0.584068595,0.955374533,0.577469083,0.605187175,0.640723828,1.135987067,-1.516098196,-0.785764565,1.425933027,1.430911389,1.418058193,1.502639473,-0.827023124,-1.098025267,0.09094309
173,1,-0.734601532,-1.667629073,-1.443497846,0.287730877,0.547056686,0.595724095,0.525293261,-0.878741959,0.481458726,-0.453519848,0.49857986,-0.934903684,-0.370572841,0.410137552,0.988371456,0.949001001,0.837280672,-0.16487029,0.114602285,-0.3271607,-0.988861973,-1.069715669,-1.580061835,-0.326541599,-0.194213429,-0.130044945,-0.076727628,0.12483128,-1.040926487,-0.766109139,1.345054211,-0.071935339,1.476661438,0.571401987,0.881966022,0.95815952,0.836480292,0.9291317,1.077247819,1.673960383,0.862715709,0.018697887,-0.375076701,-0.131625367,0.150924166,-0.380342099,0.529822866,-0.751715045,-0.273234978,-0.069384038,-0.166205064,-1.516098196,0.27424773,1.308100745,1.355927919,1.251792869,1.034650849,1.459012725,0.908657181,0.048474611
