record,label,xa_max,xa_min,xa_mean,xa_var,xa_std,xa_rms,xa_delta,xa_Q1,xa_media,xa_Q3,ya_max,ya_min,ya_mean,ya_var,ya_std,ya_rms,ya_delta,ya_Q1,ya_media,ya_Q3,za_max,za_min,za_mean,za_var,za_std,za_rms,za_delta,za_Q1,za_media,za_Q3,xw_max,xw_min,xw_mean,xw_var,xw_std,xw_rms,xw_delta,xw_Q1,xw_media,xw_Q3,yw_max,yw_min,yw_mean,yw_var,yw_std,yw_rms,yw_delta,yw_Q1,yw_media,yw_Q3,zw_max,zw_min,zw_mean,zw_var,zw_std,zw_rms,zw_delta,zw_Q1,zw_media,zw_Q3
202,1,0.076394607,0.369601154,-0.956960389,-0.229516605,-0.019233664,-0.040913128,-0.173952611,-1.73311038,-0.159862363,-0.480154712,5.655376827,-1.140257453,0.246927397,4.070803439,4.146328347,4.107146444,3.935582427,-0.300498769,-0.068875831,-0.187155155,0.362910108,-1.356311213,3.267792601,1.204583456,1.467410991,1.856674847,0.949370431,1.283521201,3.587316912,2.487862596,1.345517054,-0.255338245,-0.860755234,0.708107163,0.989631401,0.906645912,0.938844616,-0.761936797,-0.693258002,-0.844681305,-0.53533375,0.316724928,0.06381195,-0.401828929,-0.175518549,-0.804864623,-0.532347125,0.135215102,0.472275134,0.321422132,0.912040713,0.353279853,0.394555881,0.087204862,0.404687553,0.286232963,0.081276726,-0.140872439,-0.436776217,-0.567040669
203,1,0.180739871,-1.46649658,0.045195456,-0.100850088,0.137343927,0.031521174,0.988922503,0.482535814,0.522659256,-0.01774842,0.497473455,0.42573728,0.190156804,-0.206283893,-0.157955644,-0.203389155,0.034081944,0.289351413,-0.255966913,-0.170684452,-0.17869942,0.018995024,-0.461900649,-0.346904247,-0.239200167,-0.305231418,-0.124113601,0.258467825,-0.247520597,-0.561894534,0.156045185,-0.175869542,-0.467437484,0.061671785,0.385415718,0.252767904,0.192398078,-0.034365056,-0.287819027,-0.423776787,-0.696654927,-2.122095963,-1.258742381,0.747203099,0.929748581,0.980654707,0.889479189,-0.950444835,-1.12978259,-0.717881095,0.057900892,-0.870911798,-0.883582258,0.292384095,0.596731777,0.629848534,0.646421699,-0.114163335,0.011189274,-0.187817122
204,1,0.757588813,-0.362054655,0.128674264,0.492683522,0.740234509,0.642124412,0.684310416,-1.162111586,0.026057504,0.801738286,0.385280816,-0.652666903,0.878681448,0.124095655,0.534182709,0.51179741,0.609268047,0.053817433,1.595397077,0.829910789,0.085575637,0.219763386,0.790478531,0.346395583,0.682153461,0.665207204,-0.06167178,-0.492965725,0.073678466,0.549489353,0.315451115,-0.037414914,-0.61812548,0.019077524,0.338326335,0.220979726,0.207289939,-0.852412039,-0.204087065,-0.021775166,0.005852107,-1.255016678,-1.362343568,2.549913628,2.041931916,2.235646268,0.787217109,-2.479882935,-0.92423032,-0.332651477,0.781844937,0.215750621,0.650680839,0.149347268,0.464917738,0.334467974,0.13219528,-0.210612878,0.538453005,1.285472962
205,1,-0.320757967,-0.826341235,-0.654361144,0.622677743,0.854450908,0.781932935,0.296338479,-1.229036632,0.747720148,0.75806658,0.627414081,0.459597734,1.064887223,0.047318773,0.396231692,0.387485258,0.088873169,0.262955364,-0.124723915,1.643151777,-0.373640859,-0.503117277,-0.641420576,0.004610001,0.28318479,0.211757723,0.027747334,-1.519380394,0.034575971,0.152833824,0.344512877,-0.786659281,-0.963276744,0.12833187,0.456740423,0.39284101,0.652256186,-1.568674374,-0.677099202,-0.743865852,-0.422811771,-2.122095963,-1.488210664,1.120595945,1.196594963,1.432507425,1.060640845,-1.445703871,-1.287418959,-1.056828709,1.660357901,-1.217772675,-0.052533704,0.381520704,0.67468512,0.591589595,1.483774203,-0.731440414,-0.481294527,0.447745686
206,1,0.986170685,-0.566452082,-0.992383778,2.428252854,2.114741527,2.072591317,0.947710892,-3.13853634,-1.033196478,0.740084113,0.959343714,-0.385477132,0.188076457,0.270048896,0.773274205,0.72887644,0.781556009,-0.242630507,-0.057706214,0.590056169,0.116443343,-0.279723094,-1.632222174,0.772828777,1.100362872,1.083220801,0.222347573,-1.866510023,-0.560340555,-0.346103948,0.579934832,-0.04804805,-0.802269281,0.446392533,0.765232538,0.673681123,0.369246915,-0.93911748,-0.671223275,-0.341864231,-0.80139467,-0.654477198,-1.538430999,0.086803422,0.371503344,0.69517203,-0.092282553,-1.642504171,-1.258947192,-1.220176957,0.065613912,0.318325493,-0.745321989,-0.188915823,0.108641791,0.153703596,-0.204410911,-1.087561807,-1.048902975,-0.075503528
207,1,-0.091333242,0.352379584,-1.264487335,0.117995658,0.378630227,0.401174727,-0.267199085,-2.089094666,-1.987258956,-0.350424058,0.493459029,0.635877314,1.488311529,-0.257842019,-0.30205616,-0.235293831,-0.092911939,0.59189075,2.371685447,0.630203509,-0.430152506,0.502442948,1.337280037,-0.318917382,-0.190810232,-0.034170818,-0.54044293,0.841101085,1.319372223,0.863820149,0.482447804,0.197521437,-0.398638797,0.022663571,0.342339345,0.203470662,0.171562255,-0.642559741,-0.597774185,-0.714881409,-0.725586535,-1.072160105,-1.349022243,0.045587534,0.331336825,0.471121263,0.215877098,-1.35316863,-1.324223926,-1.13646098,0.803749914,0.044687295,0.254995486,-0.329973422,-0.067359802,-0.172398865,0.263031608,-0.494026153,0.121093851,0.681622228
208,1,-0.139207321,0.238438891,0.579004236,-0.156965389,0.070619137,0.002449357,-0.228589217,-0.030081558,0.070091157,0.390710471,-0.055460886,0.530602082,0.497981707,0.003761611,0.313261151,0.275130466,-0.346777948,-0.343138541,-1.378513404,0.514908584,0.142087284,-0.708754486,-0.680695376,1.977095523,2.034358762,1.927388214,0.465749431,-2.021697387,0.57921786,0.805194961,-0.264265961,-0.065844562,-2.131990547,0.818942438,1.078595711,1.276473663,-0.11815794,-3.219847547,-1.983024015,-0.304058436,-0.550715111,-0.713229611,-1.689087849,0.468408645,0.71054791,1.147755343,0.101082621,-2.249848146,-1.712412165,-1.067037974,0.478260475,-0.081874317,0.682148954,0.206069321,0.518261796,0.387364791,0.234372222,-0.219515913,0.640010399,0.425282967
209,1,-0.073970459,-0.675869938,0.443247529,0.631253274,0.861816988,0.779803278,0.358676245,-0.5569383,0.578924479,0.56411283,0.319993575,-0.223973024,0.759932018,0.513773639,1.1240719,1.09273418,0.317291697,-0.971567566,1.79645018,1.922124319,0.427969735,-0.749996489,0.416503759,2.717723992,2.506166578,2.403483877,0.670049371,-2.353852797,-0.222383279,3.257474109,-0.047820902,-0.732710105,-1.433464309,0.516901279,0.827893895,0.852684674,0.390210565,-2.86297298,-1.273505809,-0.035637291,-0.538904423,-2.122095963,-1.842084708,1.048359531,1.146989788,1.695003112,0.988078832,-2.324788658,-1.747133832,-1.200439043,0.199049156,-1.233080002,1.000379575,0.927915535,1.100395168,0.972854649,0.958219963,0.644078463,1.207618847,1.782295448
210,1,-0.384309122,0.202082242,0.344348261,-0.248183353,-0.043071144,-0.135276458,-0.358156026,0.479687939,0.564246595,0.560259444,0.843770507,-0.003572245,-0.276331415,0.073911163,0.445130767,0.4033771,0.488362077,-0.295422606,-0.191741616,0.525202774,0.574472619,-0.724220237,-0.685245572,1.681430413,1.828256247,1.725589726,0.749920341,-1.978136021,0.246846656,0.803947616,-0.020277293,-0.710884194,-1.19412404,1.759208077,1.73393286,1.69834176,0.393981465,-3.017534852,-0.87247378,1.13004139,-0.406240186,-1.626595898,-1.817744676,1.261360101,1.290818993,1.807807201,0.761637283,-2.255061399,-1.711023298,-1.275987608,-0.261572391,-0.278896976,0.395323335,-0.224254596,0.066505299,-0.052263955,0.104158924,-0.129001726,0.002842091,1.081987157
211,1,-0.499442911,0.6341871,0.314785001,-0.660833778,-0.688072394,-0.781767699,-0.687744847,0.260401619,0.481071917,0.321349527,0.514587586,0.022079615,1.261992687,0.063694244,0.426491772,0.432460078,0.283442896,0.383768052,1.28544021,1.627710493,0.39900158,-0.268839788,0.00978959,0.820016382,1.142815091,1.05441836,0.396942181,-0.849624403,-1.063086914,-0.010568296,-0.580692154,-0.618767654,-0.734558861,-0.059757313,0.247667086,0.146583559,0.011075291,-0.652612546,-0.462627861,-0.104947915,-0.730530544,-0.603149037,-1.659006333,-0.176636901,0.098536337,0.600170266,-0.080036283,-1.687468479,-1.569358896,-1.559124571,0.787089791,-1.034400364,0.507967321,-0.03728144,0.277618605,0.151933756,1.031510963,0.776140146,0.740176595,0.496635132
212,1,-0.349077845,-0.094685426,0.210595092,-0.293231503,-0.101929603,-0.203757366,-0.158862501,0.012636557,0.473732975,-0.039584273,-0.017852054,-0.173900593,0.824555551,-0.038381041,0.229158964,0.206940384,0.092891192,0.287320948,0.294136716,-0.037889404,0.261996452,0.338620547,-0.379666858,-0.224590001,-0.038284353,-0.109392792,-0.011960815,-0.535165798,-0.644131614,-0.307436271,0.071028689,-2.021782017,-0.590427395,0.740934037,1.016319248,0.904264416,1.196352374,-0.611144726,-0.234935683,-0.365807901,-0.199049593,-0.719920603,-1.311011911,0.701912016,0.895445925,0.986182654,0.32506347,-1.271059895,-1.159643223,-1.111278125,0.463605737,-0.480180437,0.159207705,-0.110237031,0.198521655,0.099842833,0.514905701,-0.1052603,0.328382231,0.270686608
213,1,-0.439600312,-0.062503703,-0.331820937,-0.026604197,0.222341406,0.124331603,-0.234000843,-0.343347729,-0.037546661,0.519156663,0.482683465,-0.390402289,0.979611455,0.28294153,0.793186426,0.773854127,0.509791534,0.097472438,0.246665845,1.225207675,-0.136909294,-0.119910333,0.548415421,0.528189759,0.868896924,0.81946403,-0.023933883,-0.833288891,0.202158091,1.86668507,0.132947591,-2.762407948,-0.975463094,2.170841971,1.981318118,1.919705361,1.655763087,-0.539518493,-0.151203721,-0.150314869,-0.517755052,-0.808370023,-1.582108036,0.503082763,0.738926359,1.070041522,0.181083956,-1.385099804,-1.745744966,-1.26645896,0.074406754,-0.891663484,0.689795718,0.355021678,0.651817001,0.522142611,0.667378167,0.096541822,0.552364976,0.595735362
214,1,-0.481405846,0.212693513,0.184484175,-0.524865142,-0.442701466,-0.54805804,-0.424448441,0.546612985,0.547122396,0.135102549,1.048083654,-0.446425951,-0.355517374,0.246312532,0.736146671,0.69612891,0.868856694,-0.722835561,-0.688789565,0.708439351,-0.392636371,0.311125879,-0.766294111,-0.411132665,-0.35700449,-0.40445997,-0.415256171,-0.512023822,0.542908401,-0.447138847,-0.356656337,0.187112156,-1.109744058,-0.416888136,-0.247810072,-0.238941716,-0.317056957,-1.02582292,-1.054627522,-0.915252122,-0.856785881,0.311592111,-0.843176458,-0.79996786,-0.879924981,-1.090111538,-0.730061442,-0.61940327,-0.92839692,-1.019394735,-0.538778325,0.357146137,-1.26340859,-0.545930099,-0.39367654,-0.125784225,-0.454189357,-1.126141624,-0.900044877,-1.226387532
215,1,-0.284178125,0.394476756,-0.411044807,-0.51463616,-0.425940994,-0.520181241,-0.411439725,-0.36755466,-0.380030627,-0.215555556,0.058422037,0.521162198,0.868338732,-0.143889517,-0.002224037,-0.01804236,-0.275549355,0.032497547,1.366419932,0.480937758,-0.267503437,0.510748629,0.740103453,0.052168392,0.343452675,0.337289952,-0.441021001,-0.034210097,-0.113454902,1.068384635,-0.362403626,0.428092604,-1.441694752,-0.509984449,-0.416399422,-0.255667374,-0.458050284,-1.53725936,-1.423341952,-1.163510177,-0.740510117,-0.135604488,-1.155282446,-0.206849725,0.064381775,0.039728383,-0.378181461,-0.786879022,-0.993673654,-0.836989192,-0.17580361,0.228848643,-0.614668093,-0.423795623,-0.19837847,-0.148259554,-0.228822365,-0.323384653,-0.635717413,-0.84187864
216,1,-0.592325368,0.012471012,-0.216430096,-0.320254987,-0.138203742,-0.24433161,-0.373142066,-0.203801889,0.485964545,0.180058716,-0.299284435,-0.247572735,0.02200283,-0.090934953,0.118095973,0.072122441,-0.025579612,-0.461920764,-0.057706214,0.446966932,0.278617525,-0.263111732,-0.291334335,0.277207846,0.607053102,0.523560951,0.31707121,-0.865959915,-0.482135565,0.025604692,-0.148886431,0.542706622,-0.54381141,-0.221201308,0.044595182,-0.083794369,-0.397651964,-0.893879859,-0.653595493,-0.567438808,-0.783541305,-0.09701671,-1.341481871,0.194079556,0.472411518,0.595976922,-0.429169437,-1.458737003,-0.888814219,-0.711755535,-0.13692999,0.372769079,-0.219576001,-0.191633163,0.105443036,0.05662152,-0.317859035,-0.651313101,-0.333827626,-0.310701407
217,1,-0.105661751,-0.059198553,0.637564217,0.612427129,0.845619665,0.779867883,-0.029816041,-1.166383397,2.010018196,1.129276075,0.759678849,-0.15399475,0.555095337,0.460645723,1.051747714,1.014034908,0.5291511,-0.671058695,0.84703275,0.792851706,-0.291722715,-0.350178183,-0.867833211,0.623666284,0.961660453,0.884773008,-0.000897094,-2.190497677,0.484254659,0.928682059,-0.442106591,-0.211910278,-0.184557548,-0.045818138,0.264052267,0.113172641,-0.139568984,-0.858695042,0.236607472,0.64108644,-0.625699245,-0.009117235,-1.02239948,0.284935054,0.554189964,0.415052269,-0.385391882,-1.338832184,-0.670762149,-0.430660426,-0.439280369,0.004683094,-1.16267023,0.248500483,0.557225632,0.645553708,-0.164650261,-1.419941772,-0.23783502,0.22972518
218,1,-0.38869196,0.207474855,0.028042923,0.378585044,0.635678025,0.534632798,-0.364088,-0.900107152,-0.238144413,1.409288774,-0.054615743,-0.133883692,0.332560955,0.205047442,0.670076842,0.627458221,0.047962388,-0.55532217,0.246665845,0.724910054,-0.119101002,-0.018810145,-0.972080413,0.595518342,0.934656469,0.86432099,-0.066066956,-1.842006755,0.101608819,0.100445358,-0.720362112,0.644448948,-0.701165884,-0.611515089,-0.640803436,-0.720605373,-0.792573889,-0.711672773,-0.779927928,-0.537194172,-0.844242747,0.390050871,-1.417271962,-0.660848588,-0.577401677,-0.171160972,-0.771206621,-1.314069232,-1.373528693,-1.389650764,-0.829096393,0.831909989,-0.4720808,-0.717036419,-0.7578689,-0.642535379,-0.901581635,-0.559315075,-0.304612485,-0.518151222
219,1,-0.032502067,0.479888787,0.239273136,0.033767258,0.28897668,0.191282538,-0.30716186,-0.868780535,-0.282178066,-0.020317344,0.939271585,0.155058856,0.21676606,0.136665229,0.555877846,0.511489478,0.44927767,-0.245676205,-0.437473186,0.198876959,-0.148306601,-0.328984375,-0.950955025,0.323446483,0.657512376,0.593377633,0.07942855,-0.968056865,-0.951365501,-0.006826263,1.973381227,0.148832865,-0.602571112,0.836614427,1.092489327,0.982691224,1.078112277,-1.052211533,-0.51991815,-0.11881004,-0.504479472,-2.044187148,-1.1518737,1.549072651,1.47445344,1.487908127,0.960953916,-1.130302064,-0.858953586,-0.448356486,0.685586449,-0.155886033,-0.669409738,0.09792591,0.415219743,0.422668449,0.363622656,-1.421425612,-0.420081851,-0.351662836
220,1,-0.550182692,0.174597312,-0.053630044,-0.546663805,-0.479098481,-0.592087268,-0.444117619,-0.145420466,-0.030207719,0.067026067,0.790526543,0.225652774,0.523690955,-0.097629466,0.103389599,0.066932498,0.321674995,0.320823626,-0.230835275,-0.209802372,0.083201198,-0.278863886,0.388178786,-0.298324681,-0.156195823,-0.181270628,0.200674805,0.685913722,0.492633765,0.070509092,0.065498279,0.249791696,0.749505632,-0.158071178,0.12718048,0.065988635,-0.104033042,0.518539202,0.852110842,0.522628282,-0.764039937,-0.163193375,-1.040515069,-0.483060227,-0.28829258,-0.392184727,-0.375663537,-0.687175559,-0.906175053,-1.150753951,-0.507617725,0.300887765,-0.998478114,-0.595713743,-0.48490307,-0.276369573,-0.402364578,-0.743311127,-1.117071637,-1.03611509
221,1,-0.670710744,-0.176618352,-0.050558345,-0.502724819,-0.406667764,-0.518913482,-0.308410697,0.099496722,0.708579123,0.141524858,-0.014894056,0.22298498,0.298729503,-0.130360158,0.02942807,-0.013941537,-0.140884701,-0.052781997,0.140554485,0.31828956,-0.602299331,-0.701594416,-0.982219278,-0.426408698,-0.386620175,-0.41060467,-0.013173277,-0.488881847,-0.68882018,-0.662929433,0.487436017,0.466931534,0.63293762,-0.074880553,0.229705985,0.143122182,0.020662326,-0.077089476,0.423168159,1.2573209,-0.574519598,-0.343666854,-1.093383882,-0.256756884,0.00637942,-0.072582175,-0.144529492,-1.199377666,-1.057561522,-0.922066404,0.100785282,0.145999707,-0.798687772,-0.245720833,0.040316676,0.103713127,-0.067797394,-0.750730323,-0.516074456,-0.113822284
222,1,-0.324297952,0.507025807,-0.301729498,0.035647542,0.29101888,0.191987559,-0.503541432,-1.77298062,-0.419171652,0.429244328,0.579029685,0.394339403,0.684113712,-0.1297476,0.030845482,0.002622333,0.099709656,-0.143137705,1.120688362,0.503584975,-0.852327754,0.620154498,-1.198298565,-0.585259608,-0.749726302,-0.709857555,-0.872202996,-0.483436676,-1.057500843,-0.793900598,-0.44221503,0.617586287,-0.613507637,-0.581719094,-0.568790859,-0.676600814,-0.613296336,-0.514386481,-0.757893201,-0.853502657,-0.912634869,0.461360352,-1.423393581,-0.806709459,-0.897861528,-0.337491871,-0.858475603,-1.367505075,-1.552692496,-1.73676579,0.203368447,0.744247925,0.50200441,-0.699655586,-0.712279285,-0.832975474,-0.459570072,0.35769751,0.763826947,0.236331862
223,1,-0.05964195,0.379168694,0.161276765,-0.190586217,0.029512372,-0.073815609,-0.263660715,-0.239400318,-0.247929669,0.007940818,-0.208854211,-0.233618123,-0.286209372,0.054912263,0.410323816,0.368817589,0.018253368,-0.553291705,-0.563131375,0.37902528,0.44102915,0.407643622,1.314543733,0.361591714,0.698328576,0.755720461,0.065788346,-0.111803779,0.551287507,1.169419534,-0.52289395,-0.485237847,-1.716059276,0.481124718,0.796320584,0.895702161,-0.031107663,-2.645581078,-1.743579983,0.255467331,-0.435354904,-0.039822474,-1.000597833,0.240000715,0.51413918,0.357346867,-0.247249375,-1.503049654,-0.967285187,-0.666834767,0.034607572,0.601116526,0.623282247,0.034258232,0.351756119,0.221229888,-0.418789918,-1.278977055,0.065445964,1.62373508
224,1,0.781862995,-0.775372345,-0.520554863,0.757635321,0.968149492,0.885756444,0.946566125,-0.672277209,0.400343554,0.488329577,1.981543309,0.124071409,1.54994733,0.360646537,0.90969025,0.92787377,1.068296752,0.189858612,0.165686123,1.08932437,-0.154005255,-0.632857744,0.442913246,0.943603704,1.251072487,1.181634626,0.236594008,-0.170339364,1.084757255,1.630936973,1.063791471,-1.39297191,-1.101872632,1.2388575,1.390214463,1.341452216,1.422414657,-1.88031132,-1.490915114,-0.060841154,-0.065286687,-2.122095963,-1.361051526,1.678504877,1.553585469,1.708227299,1.284106664,-2.147538056,-0.994368088,-0.557935935,0.269083376,-1.166011816,-0.140270798,1.10803908,1.225767947,1.146558639,0.935790878,-0.943629411,-0.62737023,1.079344484
225,1,-0.236304045,-0.109471622,-1.372911527,0.580047741,0.81753232,0.844085126,-0.080393928,-2.184498454,-1.517566659,0.032345595,1.185419276,-0.609366564,1.570260218,0.747214202,1.420578196,1.430109552,1.044675647,-0.218264923,0.816316303,1.324031896,0.474508739,0.202579218,1.809583085,0.385749327,0.723817045,0.87209199,0.195673397,0.274803337,2.207557458,2.025097813,0.061919779,-0.405992999,-1.166127523,0.315238785,0.64362011,0.615617138,0.268327394,-1.910469734,-1.164801157,-0.586341706,-0.329699604,-0.781056109,-1.301783783,1.799630216,1.62588422,1.746172264,0.281572043,-2.116910195,-0.92214702,0.009018608,0.376294352,-0.03666247,-0.120794142,0.587750274,0.844781961,0.766549065,0.164479569,-1.083110289,-0.276788541,0.749010384
226,1,0.657289246,0.097535133,-0.765246236,1.381137406,1.442986439,1.380515522,0.347436714,-2.996142625,0.092107984,-0.043437658,1.238029383,-0.204272395,1.3606321,0.182671055,0.633386935,0.642546277,0.834642618,0.397981309,0.662734072,0.232847785,0.169155888,-0.735676349,0.346526142,0.031121599,0.317007422,0.268863566,0.497273457,0.169983802,0.609941249,0.44471242,0.372056486,-0.31186176,-1.023025984,0.444207192,0.763261682,0.705671769,0.397368884,-0.892623258,-1.16773912,-0.818217248,-0.526178178,-0.184366241,-1.272332708,0.007914145,0.293879836,0.363781639,-0.213772422,-1.623606129,-1.074922355,-0.926150111,-0.160840352,-0.195101196,-1.098835272,0.000120612,0.316773496,0.415295056,0.08099353,-1.140980015,-1.015514243,-0.3648762
227,1,-0.749433262,-0.154352079,-0.701976906,-0.111395008,0.124976606,0.060412225,-0.370332183,0.367196905,0.571585537,-0.125643221,1.045548227,0.438460602,0.612463476,-0.258220395,-0.303178825,-0.33178278,0.342373902,0.409148869,0.52869867,-0.142890139,-0.249695145,-0.292038414,0.69526934,-0.318279333,-0.189725538,-0.168617348,-0.004837597,0.293861435,0.121160066,0.038078136,0.134140425,-0.711667688,-0.685319815,-0.069287481,0.23637129,0.127826043,0.485441778,-0.495537472,-0.731451528,-0.597683444,-0.848637422,-1.290488103,-1.395175347,-0.232142742,0.035242334,0.256614734,0.275277231,-1.25085854,-1.220753358,-1.38488644,0.552151205,-0.429760942,-0.553766624,-0.150090885,0.153635453,0.157803521,0.511224159,-0.431704909,-0.748404385,-0.684639608
228,1,1.101304475,-0.104948786,-1.515487347,1.600620215,1.59463333,1.623670125,0.742693532,-3.262418871,-0.82281347,-0.648419223,1.144852446,0.225652774,-0.297514802,0.039963253,0.382479613,0.341269812,0.525863626,-0.223341086,0.121007655,-0.424950938,-0.148544045,-0.979691533,-0.126312655,0.224808241,0.548480431,0.468576626,0.423616357,0.250300069,-0.434653965,0.524542464,-0.223926501,-1.298616816,-1.145369666,0.213166966,0.54376878,0.514329563,0.609561924,-0.807174418,-1.057565486,-0.668254261,-0.243728784,-1.563077299,-0.95719603,0.955477129,1.08186178,0.941926432,0.823555341,-1.277576461,-0.444376879,-0.542281728,0.981612152,-0.410587332,-1.25668075,0.92808148,1.100513541,1.166790566,0.655144121,-1.216655811,-0.951519172,0.207262461
229,1,-0.177135729,-1.493285689,-1.334561024,-0.280834329,-0.085536962,-0.01929322,0.784009214,-1.056740237,-1.412375155,-1.062015962,0.013629496,0.779117299,1.360609969,-0.274100555,-0.351301415,-0.299342537,-0.454412265,0.690368319,0.724166964,0.011522707,0.571385849,0.606120761,0.71050149,-0.412679215,-0.35997221,-0.32186824,0.04396402,0.647797527,-0.13859222,-0.065451451,-0.341149502,-0.348014424,-1.107318456,-0.310183323,-0.080428445,-0.087489898,-0.002346558,-0.645072942,-0.997337233,-1.099240325,-0.026833285,-1.81586849,-1.119455291,1.051888019,1.14943357,1.114592916,1.116950798,-0.913300408,-0.92214702,-0.849920928,1.811995871,-0.076429959,-0.693039225,-0.126697854,0.180134892,0.208426831,0.720165812,-0.836792993,-0.90839206,-0.642356843
230,1,-0.116955988,-0.81294668,-1.590111045,-0.352177619,-0.182065075,-0.032855195,0.414145409,-1.318744672,-1.312076279,-1.008068561,-0.006231348,0.393928974,0.84084791,-0.321293323,-0.508255664,-0.512617047,-0.237317256,0.688337854,0.824693516,-0.003918578,-0.105091812,0.789418552,0.271957963,-0.444077223,-0.421753859,-0.448055475,-0.48482121,0.25574524,-0.166522573,0.056788303,-0.205274923,0.071602716,-0.940961655,-0.268774777,-0.020856931,-0.075286497,-0.161874819,-0.673974756,-1.111917812,-0.620366921,-0.263138596,-1.729527192,-1.195973454,0.436283063,0.683941399,0.680339163,0.915345143,-0.996712456,-0.884647619,-1.118764919,1.946510938,0.269484073,-0.639304862,-0.184919487,0.113334016,0.136740936,0.521249281,-0.719569701,-0.925086426,-0.539292604
231,1,-0.377566294,-0.729622113,-1.424200935,-0.445786753,-0.3178662,-0.203673524,0.203404214,-0.853117226,-1.549368742,-0.92714746,-0.084195723,0.712627679,0.908462864,-0.272461423,-0.346239841,-0.349793388,-0.471336666,0.459910502,-0.091215064,0.330642588,-0.217640219,0.78311769,1.014263795,-0.352068052,-0.24830913,-0.159830285,-0.553325344,0.696804063,0.632285532,0.416023499,-0.612790219,0.294786652,-1.317217168,-0.465551251,-0.332668441,-0.239063531,-0.529505651,-0.782042406,-1.36458268,-1.031189894,-0.59649297,-1.506066378,-1.015911228,0.547425758,0.774725231,0.644030219,0.567470951,-0.979117727,-0.656873483,-0.747147656,1.132478821,0.03300954,-0.854461945,-0.393028853,-0.153919897,-0.052486128,0.392112125,-0.72253738,-1.206108256,-0.781097165
232,1,-0.345032148,-0.192274325,-0.745479365,-0.621090969,-0.611348498,-0.65086642,-0.097981711,-0.17817102,-0.859508181,-0.934854232,0.938003871,0.049578409,0.92156831,-0.17321118,-0.073262071,-0.083466005,0.511130875,0.377676656,-0.317399805,0.119611699,-0.246845818,-0.491088359,0.440476689,-0.456684149,-0.44744229,-0.448990477,0.102313781,0.548423163,0.15467649,-0.11285054,0.361537864,-0.10725783,-0.502069067,-0.073091603,0.231840815,0.1003246,0.27433527,-0.433964043,-0.55223575,-0.722442568,-0.739045225,-2.0836915,-1.195722108,0.331890905,0.595264011,0.590388605,0.839006243,-0.786227366,-0.988118188,-1.237873017,1.691518501,-0.572340015,-0.268326965,-0.053701708,0.260140716,0.2121414,1.031907436,-0.559315075,0.13639702,-0.208958505
233,1,-0.296989498,-0.031017802,-1.004357798,-0.671702918,-0.709947603,-0.677744856,-0.164794475,-0.393185529,-1.094354329,-0.977241475,0.526419578,-0.212070561,0.933054479,-0.183550263,-0.09918104,-0.107804048,0.429187554,0.490367483,0.10425323,-0.023477539,0.376206966,-1.466862693,0.777657251,-0.248212748,-0.07510785,-0.048903107,1.016358987,0.589261943,0.294328257,0.573188897,0.560307299,-0.081738303,-0.461495769,0.083794911,0.409395305,0.276623367,0.376916543,-0.602348522,-0.678568184,-0.827038601,-0.36101166,-2.012656992,-1.075697242,0.794477665,0.965065338,0.887680425,1.030940778,-0.811641974,-0.745066517,-0.87306193,1.836214754,-0.583544347,-0.35584695,-0.108851555,0.200059717,0.16783821,1.093077668,-0.906533432,-0.086194528,-0.310701407
234,1,-0.429148928,-0.640383066,-0.911303905,-0.642485595,-0.65204453,-0.650524224,0.118171109,-0.075647546,-0.651571487,-0.969534704,0.404930375,-0.219663511,0.860980059,-0.118868629,0.055800878,0.038430488,0.363681601,0.411179334,-0.177779595,-0.221125981,0.263183671,-1.299603459,0.823709643,-0.372279098,-0.284539412,-0.231765628,0.855707699,0.778481623,0.132332208,-0.185196516,1.116276145,-0.333463816,-0.714738933,0.107210891,0.434438436,0.330150143,0.848343007,-0.614914528,-0.907729343,-1.091679166,-0.361469439,-2.122095963,-1.030331412,0.91741495,1.054712557,0.955642728,1.098981971,-0.801215468,-0.572152615,-0.856727105,1.84624168,-1.047656194,-0.386567807,0.044899581,0.362520573,0.327638876,1.429910416,-0.867953615,-0.122365655,-0.239349242
235,1,0.196922659,-3.540043239,-1.121628246,0.176666084,0.439013293,0.432324025,2.239424327,-0.814670923,-0.871739751,-0.888613602,1.050830367,0.550918355,1.07011391,-0.27605157,-0.357355781,-0.343021583,0.278694323,0.640621918,0.121007655,-0.271567511,0.679422822,-2.090075182,0.671402826,-0.176806086,0.033763151,0.035886664,1.539688136,0.464023018,0.017817759,0.810184338,-0.084798741,-0.696333586,-1.347578704,-0.460366981,-0.323315545,-0.21956435,0.34764413,-0.798378214,-1.321982208,-1.62222049,-0.347369858,-2.122095963,-0.857859412,1.077394631,1.167035029,0.983643338,1.107794708,-0.749082938,-0.491598347,-0.690656387,1.035603291,-1.50545574,-0.436318481,0.907778559,1.08598941,1.03726498,1.460892005,-0.726988897,-0.411734668,0.384321538
